v1,v2,v3,v4,v5,v5a_1,v5a_2,v5a_3,v6,v7,v8,v9,v10_1,v10_2,v10_3,v11_1,v11_2,v11_3,v11_4,v11_5,v11_6,v11_7,v11_8,v12,v13,v14,v15_1,v15_2,v16_1,v16_2,v17,v18,v18a_1,v18a_2,v18a_3,v19_1,v19_2,v19_3,v19_4,v19_5,v20_1,v20_2,v20_3,v21_1,v21_2,v21_3,v22,v22a_1,v22a_2,v22a_3,v23,v24,v24a_1,v24a_2,v24a_3,v25,v26,v26a_1,v26a_2,v26a_3,v27,v28,v28a_1,v28a_2,v28a_3,v29,v30,v30a_1,v30a_2,v30a_3,v32,v32a_1,v32a_2,v32a_3,v33,v34,v34a_1,v34a_2,v34a_3,v35,v36,v36a_1,v36a_2,v36a_3,v37,v38,v38a_1,v38a_2,v38a_3,v39,v40,v41,v42,v43,v44,v45,v46,v47,wei1,wei2
4,262,43,1,2,99,99,99,1,1,9,99,3,5,99,2,6,8,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,19,9,99,3,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,6,1,1,1.1386,.7756
10,514,40,2,3,8,99,99,3,2,99,9,4,99,99,2,8,99,99,99,99,99,99,1,2,1,3,9,2,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,9,9,99,99,99,2,2,3,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,3,9,99,2,1,9,2,2,2,3,1,1,1.0852,2.0113
10,521,98,4,4,8,1,99,5,2,99,10,3,99,99,2,3,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,11,99,99,9,9,99,99,99,2,2,11,99,99,2,2,7,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,11,99,99,2,2,2,2,2,4,1,2,2,1.0333,1.9151
10,510,26,5,3,96,99,99,2,1,10,99,3,99,99,2,3,4,5,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,9,9,99,99,99,1,2,3,99,99,1,2,7,99,99,1,2,97,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,2,1,2,1,1,3,1,1,1.057,1.959
4,264,30,4,1,99,99,99,2,2,99,9,17,99,99,2,3,99,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,7,99,9,9,99,99,99,1,2,9,99,99,1,2,9,13,10,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,1,2,8,5,1,1,2,.9525,.6488
18,884,98,4,2,99,99,99,2,2,99,7,95,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,8,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,8,2,3,1,2,2,.7795,.1214
18,998,98,3,3,96,99,99,3,2,99,95,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,3,99,99,2,1,9,8,8,3,3,2,2,.7756,.1208
10,500,42,2,2,99,99,99,2,1,6,99,95,99,99,2,3,5,8,99,99,99,99,1,2,2,1,2,2,9,1,1,99,99,99,3,2,9,9,9,13,8,6,7,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,1,1,3,1,2,.8147,1.51
4,260,37,3,3,98,99,99,2,2,99,3,3,16,99,1,2,3,5,8,99,99,99,1,2,2,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,1,2,9,99,99,1,2,9,99,99,1,2,4,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,1,9,1,1,4,6,1,1,1.0766,.7334
12,630,30,4,2,99,99,99,2,2,99,7,3,99,99,2,4,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,15,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,2,2,97,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,1,8,8,1,1,2,2,.9593,1.083
17,925,35,3,4,96,6,99,2,2,99,7,95,99,99,2,3,5,8,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,11,99,99,1,2,4,99,99,9,9,99,99,99,2,11,9,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,1,2,1,3,1,2,.8963,1.1741
18,880,43,1,1,99,99,99,2,2,99,2,4,99,99,1,2,3,5,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,19,99,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,3,1,2,1.3256,.2064
10,503,43,1,5,5,7,99,4,1,5,99,95,99,99,1,2,6,7,8,99,99,99,1,2,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,11,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,1,2,1,2,4,1,1,1.0947,2.0289
4,260,35,3,1,99,99,99,1,2,99,95,3,6,99,3,5,99,99,99,99,99,99,1,2,1,1,9,2,9,1,1,99,99,99,1,9,9,9,9,9,11,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,8,8,5,2,2,.9744,.6638
18,880,47,1,1,99,99,99,1,1,3,99,3,2,99,1,2,3,5,6,99,99,99,1,2,2,1,2,2,9,1,1,99,99,99,3,1,9,9,9,1,13,99,8,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,2,6,1,1,1.304,.203
10,511,29,4,1,99,99,99,1,2,99,3,3,16,99,2,3,5,8,99,99,99,99,1,1,1,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,6,99,99,9,9,99,99,99,1,1,99,99,99,1,1,99,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,1,9,2,1,1,6,1,1,1.3764,2.551
13,604,47,1,1,99,99,99,2,2,99,1,8,99,99,1,2,3,4,5,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,2,9,9,9,1,9,11,4,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,2,6,1,1,1.2191,1.0724
18,881,28,4,4,1,96,99,5,2,99,7,5,99,99,2,8,99,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,2,2,8,1,1,2,1,.7668,.1194
10,510,37,3,2,99,99,99,2,2,99,5,1,6,3,1,2,4,5,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,1,2,9,99,99,2,15,6,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,8,8,1,5,1,2,.832,1.542
13,623,37,3,1,99,99,99,2,2,99,2,95,99,99,2,8,99,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,4,99,2,2,2,1,8,5,4,1,2,.8847,.7783
18,885,28,4,2,99,99,99,2,2,99,8,95,99,99,1,2,99,99,99,99,99,99,2,9,9,9,9,9,9,1,2,6,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,2,7,3,3,1,.7668,.1194
13,998,98,3,4,6,1,2,4,2,99,10,3,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,13,5,99,1,2,13,12,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,12,99,99,2,1,9,2,1,3,1,1,2,.8847,.7783
4,268,45,1,2,99,99,99,1,2,99,8,1,3,99,1,2,3,5,6,8,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,11,1,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,1,4,1,2,1.0305,.702
18,880,98,4,2,99,99,99,2,2,99,95,6,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,2,2,9,14,99,1,2,9,12,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,2,8,7,1,2,2,.7795,.1214
4,261,28,4,8,99,99,99,8,2,99,95,95,99,99,8,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,3,99,99,2,2,2,1,8,8,98,2,2,.9525,.6488
13,605,24,5,4,5,6,99,4,2,99,7,6,99,99,1,2,5,8,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,11,99,99,2,1,99,99,99,2,1,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,99,99,9,9,99,99,99,9,9,99,99,99,2,2,11,7,99,2,2,2,2,2,3,1,2,2,.6385,.5617
13,621,26,5,2,99,99,99,4,2,99,7,3,99,99,1,2,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,1,2,4,99,99,1,2,7,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,1,4,1,2,2,.6385,.5617
10,504,98,3,3,98,99,99,3,2,99,7,95,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,2,99,99,9,9,99,99,99,2,2,2,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,8,8,95,1,1,2,.832,1.542
4,269,39,2,3,7,99,99,4,1,7,99,3,99,99,2,5,8,99,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,19,99,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,1,2,8,2,3,1,1,.9525,.6488
4,265,45,1,2,99,99,99,3,2,99,10,4,3,2,1,2,3,5,99,99,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,2,10,4,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,5,1,2,1.0305,.702
18,998,43,1,8,99,99,99,5,2,99,95,8,99,99,8,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,13,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,13,99,99,2,2,2,2,1,3,1,2,2,1.3256,.2064
4,260,36,3,4,96,99,99,4,2,99,2,3,6,16,1,2,3,5,6,8,99,99,1,2,2,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,7,99,96,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,8,1,6,1,1,1.0766,.7334
10,526,37,3,3,7,6,99,3,1,7,99,95,99,99,2,5,6,8,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,9,99,9,9,99,99,99,1,2,8,9,99,9,9,99,99,99,9,9,99,99,99,2,9,3,99,1,2,9,99,99,9,9,99,99,99,1,2,9,99,99,2,2,2,2,1,4,3,2,1,1.1082,2.0539
13,608,14,6,2,99,99,99,1,2,99,1,3,99,99,1,3,5,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,2,2,9,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,8,8,4,98,1,1,1.612,1.4181
17,920,32,4,1,99,99,99,1,2,99,7,3,1,99,1,2,3,4,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,9,7,1,2,9,99,99,2,2,9,99,99,1,2,9,99,99,1,2,7,9,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,7,9,99,2,1,9,1,1,1,3,98,2,.7416,.9714
12,640,31,4,2,99,99,99,2,2,99,2,3,99,99,1,2,4,5,7,8,99,99,1,2,2,3,9,1,9,1,2,3,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,2,1,3,2,2,.9593,1.083
10,512,32,4,4,7,99,99,4,2,99,10,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,13,12,99,9,9,99,99,99,1,2,12,13,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,1,2,2,2,8,4,3,3,1,1.3764,2.551
17,932,42,2,1,99,99,99,4,2,99,10,95,99,99,6,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,6,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,2,2,14,99,99,9,9,99,99,99,2,2,14,99,99,2,2,1,2,2,1,3,1,1,.9809,1.2849
17,900,40,2,4,6,99,99,3,2,99,95,3,99,99,2,5,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,4,9,99,9,9,99,99,99,9,9,99,99,99,2,97,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,1,1,4,4,1,2,.9025,1.1822
13,614,40,2,5,6,96,7,4,1,7,99,95,99,99,2,3,5,8,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,9,9,99,99,99,1,2,3,99,99,1,2,3,99,99,9,9,99,99,99,2,7,3,99,9,9,99,99,99,9,9,99,99,99,1,1,99,99,99,2,2,2,2,1,1,3,1,1,1.1765,1.035
13,604,24,5,5,5,99,99,4,2,99,10,3,99,99,2,8,99,99,99,99,99,99,1,1,2,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,13,99,9,9,99,99,99,2,2,13,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,4,99,99,2,2,1,2,8,8,3,1,1,.6791,.5974
12,630,30,4,1,99,99,99,2,1,7,99,95,99,99,2,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,6,99,9,9,99,99,99,2,2,1,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,2,8,1,3,1,1,1.1376,1.2844
10,523,46,1,2,99,99,99,2,1,10,99,3,4,6,1,2,3,8,99,99,99,99,1,2,2,1,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,99,99,1,1,99,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,2,1,1,4,1,2,.8218,1.5231
12,998,98,5,2,99,99,99,1,2,99,7,4,12,99,2,5,8,99,99,99,99,99,1,8,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,13,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,97,99,99,9,9,99,99,99,9,9,99,99,99,2,2,97,99,99,2,2,1,2,8,1,1,1,1,1.4255,1.6094
4,260,47,1,2,99,99,99,2,1,10,99,3,99,99,1,2,5,6,8,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,1,2,9,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,2,9,99,99,1,2,9,99,99,9,9,99,99,99,2,2,9,99,99,2,1,9,2,1,1,4,1,1,1.1386,.7756
12,646,22,6,5,5,99,99,4,2,99,7,5,99,99,3,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,11,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,7,9,99,2,2,1,2,8,8,1,1,1,1.4202,1.6034
17,931,98,1,3,95,99,99,2,2,99,95,8,99,99,8,99,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,9,99,99,2,1,9,8,8,1,1,2,2,.9975,1.3066
13,998,38,2,1,99,99,99,2,2,99,7,6,99,99,1,2,3,4,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,96,99,99,1,1,99,99,99,1,2,9,99,99,1,2,96,99,99,1,2,9,15,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,2,2,1,2,2,4,2,2,1.1062,.9731
10,526,28,4,3,8,96,99,4,1,7,99,95,99,99,2,99,99,99,99,99,99,99,1,2,1,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,97,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,2,2,8,1,3,2,1,1.3764,2.551
18,880,40,2,1,99,99,99,2,2,99,2,3,17,99,1,2,3,5,6,8,99,99,1,1,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,6,1,99,3,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,8,1,1,1.06,.165
4,266,98,3,2,99,99,99,4,1,7,99,6,99,99,2,3,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,3,13,16,9,9,99,99,99,1,2,13,9,99,1,2,10,9,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,1,2,3,3,1,2,.9744,.6638
18,880,30,4,2,99,99,99,2,2,99,8,3,99,99,1,2,5,6,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,99,99,1,1,99,99,99,1,1,99,99,99,9,9,99,99,99,9,9,99,99,99,2,9,7,99,2,2,7,99,99,9,9,99,99,99,2,2,7,99,99,2,2,2,2,1,1,3,1,1,.7668,.1194
17,940,40,2,2,99,99,99,2,1,7,99,3,6,99,1,2,8,99,99,99,99,99,1,2,2,3,9,1,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,7,6,99,1,2,7,99,99,1,2,1,9,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,4,99,99,2,1,9,1,2,1,3,2,2,.9025,1.1822
10,521,32,4,4,7,5,99,2,2,99,2,5,99,99,1,2,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,96,99,1,2,97,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,9,99,99,2,1,9,2,8,3,4,2,2,1.0333,1.9151
17,923,47,1,5,7,1,5,5,2,99,6,13,99,99,2,3,5,8,99,99,99,99,1,2,1,1,2,2,9,1,2,7,8,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,1,1,1,5,1,1,1.0841,1.4201
10,510,39,2,3,98,99,99,3,2,99,10,6,16,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,8,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,2,8,1,5,1,1,1.0852,2.0113
13,604,98,5,4,1,6,99,4,1,7,99,3,6,99,1,2,3,5,8,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,9,99,1,2,12,9,1,1,2,4,1,99,1,2,4,99,99,9,9,99,99,99,2,2,99,99,9,9,99,99,99,9,9,99,99,99,1,2,2,4,99,2,2,2,2,1,6,2,1,2,.6385,.5617
4,262,43,1,2,99,99,99,2,1,7,99,6,3,99,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,3,9,9,9,1,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,7,1,1,1.1386,.7756
4,260,98,1,3,95,99,99,4,1,4,99,4,6,99,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,3,9,9,9,9,13,99,99,95,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,6,1,1,1.1386,.7756
10,500,47,1,2,99,99,99,2,1,98,99,9,3,2,1,2,3,5,6,8,99,99,1,2,1,1,2,2,9,1,1,99,99,99,1,2,3,9,9,98,99,99,98,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,1,7,1,2,.8218,1.5231
4,260,98,6,1,99,99,99,1,2,99,8,3,99,99,2,4,8,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,12,99,99,9,9,99,99,99,2,2,4,11,99,9,9,99,99,99,2,2,9,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,4,99,99,2,1,9,1,1,8,1,1,2,1.1247,.7661
4,260,44,1,2,99,99,99,2,2,99,9,3,8,99,1,2,3,5,6,7,8,99,1,2,1,1,2,2,9,1,1,99,99,99,1,9,9,9,9,9,1,19,4,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,2,2,2,1,4,5,1,2,1.0305,.702
4,261,98,1,1,99,99,99,2,1,6,99,95,99,99,2,3,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,1,2,9,1,99,1,2,10,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,1,9,8,8,1,5,1,2,1.0305,.702
4,268,45,1,4,7,99,99,2,1,6,99,3,14,99,2,3,5,8,99,99,99,99,1,2,1,1,2,2,9,1,1,99,99,99,3,2,1,9,9,11,9,6,96,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,9,99,99,99,9,1,9,1,1,2,4,1,1,1.1386,.7756
17,900,33,3,4,7,99,99,3,2,99,2,95,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,97,99,99,9,9,99,99,99,2,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,2,2,3,99,99,2,2,1,1,1,95,3,1,2,.8963,1.1741
17,998,98,4,2,99,99,99,8,2,99,7,3,99,99,2,8,99,99,99,99,99,99,2,9,9,9,9,9,9,2,9,99,99,99,9,9,9,9,9,99,99,99,99,99,99,2,1,9,99,9,9,99,99,99,1,2,9,99,99,9,9,99,99,99,9,9,99,99,99,9,99,99,99,9,9,99,99,99,9,9,99,99,99,1,2,97,99,99,2,2,2,1,8,4,3,1,1,.8061,1.0559
